subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet
DL-VC-63,2011-02-18,2022-11-15,11.74,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-64,2011-11-12,,,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-65,2012-01-07,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-66,2012-01-12,,,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-67,2012-01-16,2025-07-07,13.48,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-68,2012-12-19,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-69,2013-01-06,,,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-7,1996-12-08,2009-07-20,12.62,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-71,2013-02-17,,,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-72,2014-01-05,2025-06-19,11.46,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-74,2014-02-02,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-75,2015-01-08,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-76,2015-01-24,2022-05-14,7.31,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-77,2015-01-25,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-78,2015-01-28,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-79,2015-12-28,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-8,1996-12-17,2005-05-26,8.44,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-80,2016-01-17,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-81,2016-01-23,2021-12-05,5.87,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-83,2017-01-10,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-84,2016-02-14,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-85,2017-05-14,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-VC-86,2017-11-03,,,Coquerel's sifaka,Male,Mixed,Mixed,Chow
DL-VC-88,2014-03-22,,,Coquerel's sifaka,Female,Mixed,Mixed,Chow
DL-cm-10,1985-07-18,2007-01-05,21.47,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-102,2012-08-09,,,Fat-tailed dwarf lemur,Male,Mixed,Mixed,Chow
DL-cm-11,1985-07-23,2004-01-11,18.47,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-12,1985-07-23,2008-07-30,23.02,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-14,1985-08-07,1998-09-22,13.12,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-15,1988-08-10,2010-11-16,22.27,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-19,1995-08-24,2012-05-19,16.74,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-22,2001-07-01,2021-10-07,20.27,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-23,2002-07-01,2024-02-20,21.64,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-24,2005-07-01,2016-01-07,10.52,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-34,1985-06-17,2015-01-23,29.60,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-37,1985-07-14,2002-04-28,16.79,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-44,1986-07-11,2005-02-09,18.58,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-48,1991-07-09,2017-01-17,25.52,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-51,2001-07-01,2019-03-15,17.71,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-52,2004-07-01,,,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-53,2006-07-01,,,Fat-tailed dwarf lemur,Male,Mixed,Inside,Chow
DL-cm-6,1983-07-31,2006-04-06,22.68,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-71,1982-08-12,2007-10-09,25.16,Fat-tailed dwarf lemur,Female,Mixed,Mixed,Chow
DL-cm-8,1984-06-17,2004-12-09,20.48,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-cm-9,1984-08-11,2004-05-03,19.73,Fat-tailed dwarf lemur,Female,Mixed,Inside,Chow
DL-ec-1,1977-07-18,2003-04-11,25.73,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-10,1996-05-01,2019-09-24,23.40,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-11,1980-04-28,1997-02-23,16.82,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-12,1988-05-18,2001-01-31,12.70,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-13,1989-04-17,2004-12-07,15.64,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-14,1990-04-18,2019-12-20,29.67,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-15,1991-05-13,1997-09-14,6.34,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-16,1992-04-06,2018-10-25,26.55,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-17,1992-05-15,2017-10-30,25.46,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-18,1994-05-05,2019-02-01,24.74,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-19,1995-05-03,2015-04-20,19.96,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-2,1984-05-29,2011-10-24,27.40,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-20,1995-05-03,2014-06-03,19.08,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-21,1996-05-01,2007-07-14,11.20,Crowned lemur,Male,Mixed,Mixed,Chow
DL-ec-22,2002-04-15,,,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-3,1987-05-01,2013-10-29,26.49,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-4,1990-04-11,2014-02-25,23.87,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-5,1991-05-21,2005-10-31,14.44,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-6,1991-06-04,2008-05-29,16.99,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-7,1992-04-06,1999-01-22,6.79,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-8,1994-05-30,2018-02-10,23.70,Crowned lemur,Female,Mixed,Mixed,Chow
DL-ec-9,1995-04-30,2019-12-12,24.62,Crowned lemur,Female,Mixed,Mixed,Chow
DL-em-1,1974-04-09,1997-09-28,23.47,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-10,1991-06-13,2016-04-12,24.83,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-11,1991-06-17,2023-01-05,31.55,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-12,1992-03-26,2005-04-04,13.02,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-13,1971-05-04,1997-12-05,26.59,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-14,1994-06-15,2020-04-16,25.84,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-15,1991-06-15,2021-06-16,30.00,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-16,1995-04-09,,,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-17,1995-05-26,2014-11-26,19.50,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-18,1996-05-17,2013-01-10,16.65,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-19,1997-03-21,,,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-2,1982-09-01,1995-02-22,12.47,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-20,1997-06-11,,,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-21,2006-06-02,,,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-22,1976-05-15,2007-02-14,30.75,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-23,1982-09-01,2012-12-14,30.29,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-24,1983-11-17,2017-07-14,33.66,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-26,1985-06-21,2003-11-22,18.42,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-27,1986-04-04,2017-01-30,30.82,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-3,1984-10-15,2011-06-18,26.67,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-30,1990-03-19,2020-05-03,30.12,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-31,1990-06-17,2020-12-05,30.47,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-32,1991-05-10,2012-11-14,21.51,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-33,1993-04-11,,,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-34,1993-05-11,2020-03-20,26.86,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-35,1995-05-19,,,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-37,1996-04-22,2022-01-03,25.70,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-38,1997-04-18,,,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-39,1997-06-26,2017-04-05,19.77,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-4,1986-04-04,2018-05-21,32.13,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-40,1988-04-15,2018-08-11,30.32,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-41,1984-04-12,1995-12-24,11.70,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-43,1988-04-15,2019-02-08,30.81,Mongoose lemur,Male,Mixed,Mixed,Chow
DL-em-5,1986-05-20,2015-12-14,29.57,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-6,1988-04-02,2001-01-10,12.77,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-7,1988-05-06,1998-11-30,10.57,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-em-8,1987-05-13,2014-10-04,27.39,Mongoose lemur,Female,Mixed,Mixed,Chow
DL-er-1,1988-04-21,2021-04-12,32.97,Red-bellied lemur,Female,Mixed,Mixed,Chow
DL-er-10,1992-05-25,2006-12-15,14.56,Red-bellied lemur,Male,Mixed,Mixed,Chow
DL-er-11,1993-09-10,2010-04-29,16.64,Red-bellied lemur,Male,Mixed,Mixed,Chow
DL-er-2,1990-03-01,2015-08-25,25.48,Red-bellied lemur,Female,Mixed,Mixed,Chow
DL-er-3,1992-04-21,2005-07-09,13.22,Red-bellied lemur,Female,Mixed,Mixed,Chow
DL-er-4,1994-06-03,2016-10-03,22.33,Red-bellied lemur,Female,Mixed,Mixed,Chow
DL-er-5,1995-04-07,2015-06-16,20.19,Red-bellied lemur,Female,Mixed,Mixed,Chow
DL-er-7,1988-04-21,,,Red-bellied lemur,Male,Mixed,Mixed,Chow
DL-er-8,1991-04-30,,,Red-bellied lemur,Male,Mixed,Mixed,Chow
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied lemur,Male,Mixed,Mixed,Chow
DL-fa-1,1980-05-18,2014-12-10,34.56,White-fronted lemur,Female,Mixed,Mixed,Chow
DL-fa-4,1982-05-29,2003-07-02,21.09,White-fronted lemur,Male,Mixed,Mixed,Chow
DL-fa-5,1983-06-02,2006-03-11,22.77,White-fronted lemur,Male,Mixed,Mixed,Chow
DL-fc-11,1995-03-25,2019-08-19,24.40,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-13,1983-05-11,2004-05-04,20.98,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-14,1985-03-27,2007-10-05,22.52,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-15,1986-03-16,2011-05-14,25.16,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-16,1987-03-25,2023-12-27,36.76,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-17,1987-05-21,2011-03-28,23.85,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-18,1988-04-14,2015-10-06,27.48,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-19,1989-04-07,1994-01-28,4.81,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-2,1981-04-12,2005-11-20,24.61,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-20,1989-05-31,,,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-21,1990-06-16,2010-07-02,20.04,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-22,1991-04-30,2000-08-29,9.33,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-23,1991-05-09,2021-04-29,29.97,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-24,1992-03-31,2020-11-18,28.63,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-25,1993-05-31,,,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-26,1994-04-16,2024-03-26,29.94,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-27,1993-07-25,2020-08-22,27.08,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-28,1983-04-19,2008-06-07,25.13,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-29,1992-03-31,,,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-30,1980-06-29,1998-08-02,18.09,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-4,1985-04-08,2014-03-05,28.91,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-42,1986-04-15,,,Collared lemur,Male,Mixed,Mixed,Chow
DL-fc-5,1987-03-23,2015-02-14,27.89,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-6,1987-03-25,2021-01-12,33.80,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-8,1989-04-18,2014-11-24,25.60,Collared lemur,Female,Mixed,Mixed,Chow
DL-fc-9,1990-04-02,2007-10-23,17.56,Collared lemur,Female,Mixed,Mixed,Chow
DL-ff-1,1984-03-31,2014-01-22,29.81,Common brown lemur,Female,Mixed,Mixed,Chow
DL-ff-2,1985-05-14,2004-02-16,18.76,Common brown lemur,Male,Mixed,Mixed,Chow
DL-fr-1,1978-04-15,1999-07-07,21.23,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-12,1995-03-24,2023-01-11,27.80,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-13,1996-03-26,2018-11-15,22.64,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-15,1983-03-03,2013-06-21,30.30,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-16,1986-03-30,2006-07-10,20.28,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-17,1987-03-18,,,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-18,1987-04-30,2006-10-21,19.47,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-19,1989-03-19,2002-12-10,13.73,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-20,1989-04-19,2024-10-11,35.48,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-21,1990-03-19,,,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-22,1991-03-11,2003-09-07,12.49,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-23,1992-03-01,2022-01-31,29.92,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-24,1993-03-14,2017-08-09,24.40,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-25,1995-03-15,2024-12-23,29.77,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-27,1983-04-22,,,Red-fronted lemur,Male,Mixed,Mixed,Chow
DL-fr-4,1986-03-19,2019-08-06,33.38,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-5,1991-03-12,2024-02-01,32.89,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-6,1992-03-08,2015-02-05,22.91,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-7,1994-02-22,,,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-fr-8,1994-04-07,,,Red-fronted lemur,Female,Mixed,Mixed,Chow
DL-gg-1,1975-06-23,1998-11-09,23.38,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-10,1995-05-06,2021-06-11,26.10,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-11,1995-05-09,2011-08-01,16.23,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-12,1996-04-09,2008-10-23,12.54,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-14,1998-05-09,2012-08-21,14.28,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-15,1998-09-11,2014-01-02,15.31,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-16,1998-10-06,2017-08-11,18.85,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-18,1983-11-26,1996-06-15,12.55,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-19,1989-05-22,2010-02-10,20.72,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-2,1988-04-14,2000-04-16,12.01,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-20,1991-05-15,1998-07-01,7.13,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-21,1993-05-03,2003-04-30,9.99,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-22,1993-05-21,2001-07-12,8.14,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-23,1993-09-08,,,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-24,1993-09-08,2009-06-05,15.74,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-25,1994-05-13,2005-03-14,10.84,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-26,1996-03-27,2009-02-25,12.91,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-27,1997-04-08,2021-04-08,24.00,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-28,1989-05-22,1994-02-28,4.77,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-29,1987-04-14,1997-07-23,10.27,Eastern lesser bamboo lemur,Male,Mixed,Mixed,Chow
DL-gg-3,1989-05-01,2003-01-31,13.75,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-4,1990-05-25,2004-09-29,14.34,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-5,1991-07-08,2003-06-29,11.97,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-6,1992-05-03,2003-04-29,10.99,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-7,1994-03-20,2012-09-18,18.50,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gg-9,1995-03-22,2018-09-16,23.49,Eastern lesser bamboo lemur,Female,Mixed,Mixed,Chow
DL-gm-11,2002-08-09,2010-03-27,7.63,Southern lesser galago,Female,Mixed,Inside,Chow
DL-gm-14,1989-03-30,2000-09-01,11.42,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-17,1991-09-03,1999-05-10,7.69,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-18,1992-05-17,2002-10-23,10.43,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-19,2001-02-03,2010-07-26,9.48,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-2,1989-01-01,1998-11-13,9.87,Southern lesser galago,Female,Mixed,Inside,Chow
DL-gm-20,2002-08-09,2009-05-12,6.76,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-21,1999-03-05,2007-02-15,7.94,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-23,2003-02-22,2008-01-17,4.90,Southern lesser galago,Male,Mixed,Inside,Chow
DL-gm-8,1992-01-02,,,Southern lesser galago,Female,Mixed,Inside,Chow
DL-gm-9,1993-05-30,2001-03-01,7.76,Southern lesser galago,Female,Mixed,Inside,Chow
DL-lc-1,1984-03-16,2010-05-05,26.14,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-10,1989-04-20,2009-09-09,20.39,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-101,2010-03-20,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-102,2010-03-25,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-103,2009-03-17,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-104,1992-03-22,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-105,2008-07-15,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-106,2009-04-29,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-107,2006-03-12,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-108,2009-07-08,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-109,2010-03-20,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-11,1990-03-22,1998-12-28,8.77,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-111,2002-03-29,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-12,1993-03-11,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-13,1993-03-19,2001-06-28,8.27,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-14,1993-03-21,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-15,1993-05-17,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-16,1994-03-23,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-17,1994-03-23,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-18,1994-03-25,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-19,1994-03-25,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-2,1985-04-09,2010-09-23,25.46,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-20,1995-03-24,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-21,1995-05-12,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-23,1996-03-14,2020-03-13,24.00,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-25,1997-04-09,2015-01-05,17.74,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-26,1997-04-11,2010-07-02,13.22,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-27,1997-04-11,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-28,1997-04-13,2020-04-02,22.97,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-29,2000-03-17,2019-01-08,18.81,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-3,1987-03-19,2004-08-16,17.41,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-30,2000-03-22,2004-09-27,4.51,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-31,2000-03-26,2006-04-14,6.05,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-32,2004-03-18,2011-12-22,7.76,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-33,2004-03-18,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-34,2004-03-26,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-35,2005-03-18,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-36,2005-03-22,2019-04-16,14.07,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-37,2005-03-22,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-38,2005-04-25,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-39,2001-03-17,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-4,1987-04-15,2010-11-17,23.59,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-40,2005-06-18,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-41,2005-06-22,2007-06-16,1.98,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-42,2006-04-08,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-43,2006-04-22,2020-10-15,14.48,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-44,2007-03-23,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-45,2007-03-23,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-46,2007-04-25,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-48,2008-05-01,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-49,2008-05-01,,,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-5,1988-04-17,2022-12-13,34.65,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-50,1983-06-03,2001-06-06,18.01,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-51,1984-05-30,1996-09-05,12.27,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-52,1984-05-30,1998-07-15,14.13,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-53,1985-03-20,2017-10-21,32.59,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-55,1987-03-23,2010-10-17,23.57,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-56,1987-06-28,2004-08-20,17.14,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-57,1988-03-14,1996-10-01,8.55,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-58,1989-03-08,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-59,1989-03-10,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-6,1989-03-15,2015-06-09,26.24,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-60,1989-06-07,2004-09-13,15.27,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-61,1990-03-22,1996-12-23,6.75,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-62,1990-04-16,2003-11-23,13.60,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-65,1991-05-13,2015-10-05,24.40,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-66,1991-05-23,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-67,1992-04-06,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-68,1993-03-17,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-69,1993-03-19,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-7,1989-03-15,2006-12-11,17.74,Ringtailed lemur,Female,Mixed,Mixed,Chow
DL-lc-70,1993-03-21,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-71,1994-03-19,2008-10-23,14.59,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-72,1994-03-23,2018-12-29,24.77,Ringtailed lemur,Male,Mixed,Mixed,Chow
DL-lc-73,1994-05-04,,,Ringtailed lemur,Male,Mixed,Mixed,Chow
